,Date,Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,month,day,day_of_year,week,Station,Tmax,Tmin,Tavg,Depart,Heat,Cool,PrecipTotal,DayLength_MPrec,DayLength_NearH,NightLength_MPrec,NightLength_NearH,Sunrise_hours,Sunset_hours,blended_Tmax,blended_Tmin,blended_Depart,blended_Heat,blended_Cool,blended_PrecipTotal
201,2007-06-26,CULEX RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
203,2007-06-26,CULEX RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
205,2007-06-26,CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,41.891126,-87.61156,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
207,2007-06-26,CULEX RESTUANS,53, N STREETER DR,T129,41.891126,-87.61156,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
209,2007-06-26,CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,41.999129,-87.795585,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
211,2007-06-26,CULEX RESTUANS,65, N OAK PARK AVE,T143,41.999129,-87.795585,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
213,2007-06-26,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.687769,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
215,2007-06-26,CULEX RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.687769,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
217,2007-06-26,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
219,2007-06-26,CULEX RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
221,2007-06-26,CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,42.011601,-87.811506,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
223,2007-06-26,CULEX RESTUANS,72, N OKETO AVE,T016,42.011601,-87.811506,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
225,2007-06-26,CULEX RESTUANS,38, N CALIFORNIA AVE,T019,41.94983,-87.698457,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
227,2007-06-26,CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,41.979243,-87.750938,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
229,2007-06-26,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
231,2007-06-26,CULEX RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
233,2007-06-26,CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
235,2007-06-26,CULEX RESTUANS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
237,2007-06-26,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
239,2007-06-26,CULEX RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
241,2007-06-26,CULEX PIPIENS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
243,2007-06-26,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
245,2007-06-26,CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
247,2007-06-26,CULEX PIPIENS,42, W 127TH PL,T135,41.662014,-87.724608,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
249,2007-06-26,CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,41.961743,-87.76007,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
251,2007-06-26,CULEX RESTUANS,53, W AGATITE AVE,T141,41.961743,-87.76007,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
253,2007-06-26,CULEX RESTUANS,40, N AUSTIN AVE,T142,41.953067,-87.776792,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
255,2007-06-26,CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,41.878114,-87.629798,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
257,2007-06-26,CULEX RESTUANS,42, N RICHMOND ST,T146,41.958271,-87.702575,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
259,2007-06-26,CULEX RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
261,2007-06-26,CULEX RESTUANS,18, W FARWELL AVE,T150,42.006858,-87.675919,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
263,2007-06-26,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
265,2007-06-26,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
267,2007-06-26,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
269,2007-06-26,CULEX RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
271,2007-06-26,CULEX RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
273,2007-06-26,CULEX PIPIENS/RESTUANS,40, N TRIPP AVE,T001,41.953705,-87.733974,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
275,2007-06-26,CULEX RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
277,2007-06-26,CULEX PIPIENS/RESTUANS,60, N AVONDALE AVE,T006,41.990284,-87.797127,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
279,2007-06-26,CULEX RESTUANS,60, N AVONDALE AVE,T006,41.990284,-87.797127,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
281,2007-06-26,CULEX RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.777921,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
283,2007-06-26,CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,41.991429,-87.747113,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
285,2007-06-26,CULEX RESTUANS,27, S WESTERN AVE,T034,41.843811,-87.686763,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
287,2007-06-26,CULEX RESTUANS,68, W BELDEN AVE,T037,41.921177,-87.79518,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
289,2007-06-26,CULEX PIPIENS/RESTUANS,21, S HAMLIN AVE,T040,41.852652,-87.719887,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
291,2007-06-26,CULEX RESTUANS,21, S HAMLIN AVE,T040,41.852652,-87.719887,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
293,2007-06-26,CULEX RESTUANS,30, W 18TH ST,T043,41.857402,-87.694991,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
295,2007-06-26,CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
297,2007-06-26,CULEX RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
299,2007-06-26,CULEX PIPIENS/RESTUANS,25, S THROOP,T051,41.846283,-87.656913,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
301,2007-06-26,CULEX RESTUANS,10, W 95TH ST,T085,41.721474,-87.648064,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
303,2007-06-26,CULEX PIPIENS,10, S CALIFORNIA AVE,T088,41.869107,-87.696293,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
305,2007-06-26,CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,41.719059,-87.675088,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
307,2007-06-26,CULEX RESTUANS,96, S HOYNE AVE,T161,41.719059,-87.675088,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
309,2007-06-26,CULEX RESTUANS,18, W LELAND AVE,T219,41.966987,-87.674677,0,6,26,177,26,2,91,73,82.0,10,0,17,0.005,15.2166666667,15.0,8.78333333333,9.0,4.3,19.5166666667,91.5,71.5,10.0,0.0,16.5,0.0825
311,2007-06-29,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
313,2007-06-29,CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
315,2007-06-29,CULEX RESTUANS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
317,2007-06-29,CULEX RESTUANS,25, W GRAND AVE,T046,41.891118,-87.654491,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
319,2007-06-29,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
321,2007-06-29,CULEX RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
323,2007-06-29,CULEX PIPIENS,22, W 113TH ST,T086,41.688324,-87.676709,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
325,2007-06-29,CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,41.862292,-87.64886,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
327,2007-06-29,CULEX RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
329,2007-06-29,CULEX RESTUANS,65, N OAK PARK AVE,T143,41.999129,-87.795585,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
331,2007-06-29,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.687769,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
333,2007-06-29,CULEX RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.687769,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
335,2007-06-29,CULEX RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
337,2007-06-29,CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,42.011601,-87.811506,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
339,2007-06-29,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
341,2007-06-29,CULEX RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
343,2007-06-29,CULEX PIPIENS,50, S CENTRAL AVE,T031,41.801498,-87.763416,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
345,2007-06-29,CULEX RESTUANS,10, S VINCENNES,T089,41.723195,-87.64997,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
347,2007-06-29,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
349,2007-06-29,CULEX RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
351,2007-06-29,CULEX PIPIENS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
353,2007-06-29,CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
355,2007-06-29,CULEX RESTUANS,53, W AGATITE AVE,T141,41.961743,-87.76007,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
357,2007-06-29,CULEX RESTUANS,40, N AUSTIN AVE,T142,41.953067,-87.776792,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
359,2007-06-29,CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,41.878114,-87.629798,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
361,2007-06-29,CULEX RESTUANS,42, N RICHMOND ST,T146,41.958271,-87.702575,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
363,2007-06-29,CULEX RESTUANS,18, W FARWELL AVE,T150,42.006858,-87.675919,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
365,2007-06-29,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
367,2007-06-29,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
369,2007-06-29,CULEX RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
371,2007-06-29,CULEX RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
373,2007-06-29,CULEX RESTUANS,60, N AVONDALE AVE,T006,41.990284,-87.797127,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
375,2007-06-29,CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,41.991429,-87.747113,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
377,2007-06-29,CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,41.857402,-87.694991,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
379,2007-06-29,CULEX RESTUANS,30, W 18TH ST,T043,41.857402,-87.694991,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
381,2007-06-29,CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,41.721474,-87.648064,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
383,2007-06-29,CULEX PIPIENS,10, W 95TH ST,T085,41.721474,-87.648064,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
385,2007-06-29,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
387,2007-06-29,CULEX RESTUANS,64, W STRONG ST,T014,41.970248,-87.787992,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
389,2007-06-29,CULEX RESTUANS,12, W GREENLEAF AVE,T018,42.010412,-87.66214,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
391,2007-06-29,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
393,2007-06-29,CULEX RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
395,2007-06-29,CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,41.692555,-87.598865,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
397,2007-06-29,CULEX RESTUANS,20, E 111TH ST,T084,41.692555,-87.598865,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
399,2007-06-29,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
401,2007-06-29,CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,41.903002,-87.688267,0,6,29,180,26,2,71,56,64.0,-8,1,0,0.0,15.2,15.0,8.8,9.0,4.31666666667,19.5166666667,70.5,56.0,-8.0,1.5,0.0,0.0
